Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
Dangi,Growing/Heifer,175.0,15,0.0,2.2,Medium,Lumpy Skin Disease,3.93,18.5,70.0,0.73,2.75,11.6,7.4,14.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Deoni,Breeding Bull,421.6,60,0.0,3.5,Medium,Normal,9.7,13.0,62.0,1.26,6.01,25.3,16.9,33.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Breeding Bull,429.1,87,0.0,4.3,Medium,FMD,6.61,13.5,63.0,0.89,4.16,27.0,18.0,34.3,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Deoni,Calf,56.6,1,0.0,3.3,Low,Normal,1.61,20.0,72.0,0.32,1.16,3.4,2.3,4.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Draft/Working Bullock,377.0,129,0.0,2.6,High,Normal,9.77,11.5,72.4,1.12,7.07,22.6,15.1,35.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Draft/Working Bullock,441.6,80,0.0,2.8,High,FMD,8.24,12.5,75.9,1.03,6.25,27.8,18.5,40.3,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Deoni,Dairy Dry,397.0,41,0.0,3.1,Medium,Normal,8.73,12.5,60.0,1.09,5.24,23.8,15.9,31.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Growing/Heifer,205.6,17,0.0,3.0,Medium,Lumpy Skin Disease,4.28,17.5,67.0,0.75,2.87,13.6,8.6,16.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Deoni,Calf,44.5,4,0.0,2.2,Medium,Ringworm,1.37,21.5,75.0,0.29,1.03,3.1,2.0,3.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Deoni,Calf,90.3,6,0.0,2.1,Low,FMD,2.0,22.0,78.0,0.44,1.56,5.7,3.8,7.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Deoni,Dairy Dry,394.2,110,0.0,2.6,Low,Normal,8.24,12.5,60.0,1.03,4.94,23.7,15.8,31.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Dairy Lactating,438.1,86,10.8,2.1,Medium,Lumpy Skin Disease,14.15,21.1,76.6,2.99,10.84,70.5,43.3,67.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Deoni,Draft/Working Bullock,381.1,44,0.0,2.5,High,Normal,9.88,11.5,72.4,1.14,7.15,22.9,15.2,35.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Calf,96.5,4,0.0,2.2,Medium,Normal,3.13,21.0,75.0,0.66,2.35,5.8,3.9,7.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Draft/Working Bullock,391.5,58,0.0,3.2,High,Normal,10.15,11.5,72.4,1.17,7.35,23.5,15.7,36.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Growing/Heifer,174.7,19,0.0,3.1,Low,Normal,4.32,15.0,65.0,0.65,2.81,10.5,7.0,14.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Dairy Dry,443.4,73,0.0,3.3,High,Normal,10.54,12.5,60.0,1.32,6.32,26.6,17.7,40.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Dairy Lactating,408.0,105,11.5,3.7,Medium,Normal,15.69,17.7,71.7,2.78,11.25,64.7,41.6,67.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Dairy Lactating,426.3,100,9.6,3.9,High,Ringworm,16.08,18.1,71.4,2.91,11.48,68.1,42.0,67.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Deoni,Growing/Heifer,189.6,19,0.0,2.1,Medium,Lumpy Skin Disease,4.26,18.5,70.0,0.79,2.98,12.5,8.0,15.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Deoni,Dairy Dry,448.8,79,0.0,3.7,Medium,Normal,9.87,12.5,60.0,1.23,5.92,26.9,18.0,35.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Calf,71.0,2,0.0,3.3,Medium,Normal,2.13,20.0,72.0,0.43,1.53,4.3,2.8,5.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Breeding Bull,359.1,82,0.0,4.3,High,Normal,8.3,12.5,60.0,1.04,4.98,21.5,14.4,33.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Deoni,Dairy Lactating,412.3,73,9.5,2.2,Medium,FMD,11.83,19.6,77.4,2.32,9.16,60.9,39.3,61.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Deoni,Breeding Bull,487.3,72,0.0,4.3,Medium,Normal,10.42,12.5,60.0,1.3,6.25,29.2,19.5,39.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Breeding Bull,424.8,32,0.0,3.4,Low,Normal,9.28,13.0,62.0,1.21,5.75,25.5,17.0,34.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Calf,77.4,6,0.0,2.2,Low,Normal,2.38,21.0,75.0,0.5,1.78,4.6,3.1,6.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Dairy Lactating,394.0,37,8.9,2.3,Medium,FMD,11.27,19.5,77.3,2.2,8.71,57.5,37.1,58.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Gir,Growing/Heifer,185.4,12,0.0,2.6,Medium,Normal,4.82,15.0,65.0,0.72,3.13,11.1,7.4,14.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Breeding Bull,421.7,42,0.0,3.7,Medium,Ringworm,9.21,13.5,62.0,1.24,5.71,29.1,18.6,33.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Gir,Dairy Dry,451.6,66,0.0,2.7,Medium,Normal,9.94,12.5,60.0,1.24,5.96,27.1,18.1,36.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Breeding Bull,474.2,62,0.0,3.4,High,Normal,11.78,13.0,62.0,1.53,7.3,28.5,19.0,42.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Dairy Dry,366.0,91,0.0,3.1,Medium,Normal,8.05,12.5,60.0,1.01,4.83,22.0,14.6,29.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Draft/Working Bullock,353.3,61,0.0,3.7,Medium,Normal,8.48,11.5,63.0,0.98,5.34,21.2,14.1,28.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Draft/Working Bullock,461.7,123,0.0,2.6,High,Normal,11.97,11.5,72.4,1.38,8.67,27.7,18.5,41.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Dairy Lactating,441.1,59,9.7,3.3,Medium,FMD,11.62,18.6,74.5,2.16,8.66,63.4,40.9,64.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Gir,Draft/Working Bullock,448.9,122,0.0,3.8,High,Ringworm,11.05,12.0,72.4,1.33,8.0,31.0,19.8,40.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Gir,Draft/Working Bullock,396.3,29,0.0,3.2,High,Lumpy Skin Disease,8.22,14.0,74.8,1.15,6.15,26.2,16.6,36.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Gir,Calf,59.5,3,0.0,2.3,Medium,Ringworm,1.83,21.5,75.0,0.39,1.37,4.1,2.6,4.8,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Gir,Dairy Lactating,425.3,97,8.7,2.3,High,Ringworm,17.03,19.0,74.3,3.24,12.65,64.4,39.8,65.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Gir,Dairy Lactating,470.6,73,11.5,2.2,Medium,Normal,18.97,18.7,74.7,3.55,14.17,68.5,44.1,72.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Draft/Working Bullock,451.2,116,0.0,3.1,High,FMD,8.42,12.5,75.9,1.05,6.39,28.4,19.0,41.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Gir,Calf,43.1,4,0.0,2.7,Medium,FMD,1.0,21.0,75.0,0.21,0.75,2.7,1.8,3.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Gir,Breeding Bull,540.1,72,0.0,3.2,Low,Normal,11.8,13.0,62.0,1.53,7.32,32.4,21.6,43.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Breeding Bull,503.5,65,0.0,3.1,High,Ringworm,11.88,13.5,62.0,1.6,7.37,34.7,22.2,45.3,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Gir,Dairy Lactating,411.2,113,7.3,3.9,Medium,Normal,14.53,17.4,71.1,2.53,10.33,50.2,32.5,54.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Gir,Calf,88.0,2,0.0,2.7,Medium,Lumpy Skin Disease,2.11,22.5,74.0,0.47,1.56,5.8,3.7,7.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Gir,Breeding Bull,485.8,77,0.0,4.3,Medium,Lumpy Skin Disease,8.31,15.0,62.0,1.25,5.15,32.1,20.4,38.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Gir,Breeding Bull,511.5,76,0.0,4.0,Low,Normal,11.18,13.0,62.0,1.45,6.93,30.7,20.5,40.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Growing/Heifer,143.6,18,0.0,2.8,High,Normal,4.03,15.0,65.0,0.6,2.62,8.6,5.7,16.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Dairy Dry,319.0,65,0.0,2.7,High,Normal,7.58,12.5,60.0,0.95,4.55,19.1,12.8,30.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Draft/Working Bullock,364.2,51,0.0,3.4,Low,Lumpy Skin Disease,6.64,14.0,61.8,0.93,4.1,24.0,15.3,29.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Growing/Heifer,213.1,11,0.0,3.2,Medium,FMD,3.99,16.0,68.0,0.64,2.71,13.4,9.0,17.0,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Hallikar,Growing/Heifer,250.0,17,0.0,2.9,Low,Ringworm,5.87,15.5,65.0,0.91,3.82,17.2,11.0,20.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Hallikar,Growing/Heifer,142.9,24,0.0,3.0,Low,Normal,3.53,15.0,65.0,0.53,2.29,8.6,5.7,11.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Growing/Heifer,116.3,17,0.0,2.2,Medium,Normal,3.27,16.0,68.0,0.52,2.22,7.0,4.7,9.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Calf,56.1,4,0.0,2.9,Low,Normal,1.6,20.0,72.0,0.32,1.15,3.4,2.2,4.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Breeding Bull,423.5,29,0.0,4.0,Medium,FMD,7.01,14.0,65.0,0.98,4.56,26.7,17.8,33.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Hallikar,Calf,87.4,1,0.0,2.6,Low,Lumpy Skin Disease,1.99,22.5,74.0,0.45,1.47,5.8,3.7,7.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Dairy Dry,389.9,39,0.0,3.0,Low,Normal,8.15,12.5,60.0,1.02,4.89,23.4,15.6,31.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Breeding Bull,396.8,105,0.0,3.6,Medium,Normal,9.13,13.0,62.0,1.19,5.66,23.8,15.9,31.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Breeding Bull,383.8,101,0.0,3.2,Medium,Ringworm,8.39,13.5,62.0,1.13,5.2,26.5,16.9,30.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Hallikar,Breeding Bull,411.5,116,0.0,4.3,Medium,Lumpy Skin Disease,7.04,15.0,62.0,1.06,4.36,27.2,17.3,32.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Dairy Dry,373.0,83,0.0,3.0,Medium,Normal,8.21,12.5,60.0,1.03,4.93,22.4,14.9,29.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Growing/Heifer,144.4,22,0.0,2.1,Low,Lumpy Skin Disease,3.08,18.5,70.0,0.57,2.16,9.5,6.1,11.6,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Growing/Heifer,148.0,24,0.0,2.8,Medium,Normal,3.85,15.0,65.0,0.58,2.5,8.9,5.9,11.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Draft/Working Bullock,342.3,120,0.0,3.9,Low,Normal,7.8,11.5,59.8,0.9,4.66,20.5,13.7,27.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Dairy Lactating,310.4,75,7.8,2.3,Medium,Lumpy Skin Disease,10.07,21.0,76.2,2.11,7.67,50.5,31.1,48.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Dairy Lactating,336.8,101,10.2,3.1,High,Lumpy Skin Disease,11.37,20.1,73.5,2.29,8.36,61.5,37.7,62.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hallikar,Breeding Bull,398.2,102,0.0,3.9,Medium,FMD,6.59,14.0,65.0,0.92,4.28,25.1,16.7,31.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Hallikar,Calf,51.7,2,0.0,3.4,Low,Normal,1.47,20.0,72.0,0.29,1.06,3.1,2.1,4.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Growing/Heifer,141.3,19,0.0,3.5,Low,Normal,3.49,15.0,65.0,0.52,2.27,8.5,5.7,11.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hallikar,Dairy Dry,345.4,83,0.0,2.7,Medium,Normal,7.6,12.5,60.0,0.95,4.56,20.7,13.8,27.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Breeding Bull,361.3,100,0.0,3.2,Medium,FMD,5.98,14.0,65.0,0.84,3.89,22.8,15.2,28.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Hariana,Dairy Lactating,416.2,86,10.3,2.9,Low,Lumpy Skin Disease,11.84,20.1,73.5,2.38,8.7,67.1,41.3,64.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hariana,Calf,63.9,3,0.0,3.0,Low,FMD,1.31,21.0,75.0,0.28,0.98,4.0,2.7,5.1,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Hariana,Calf,65.1,2,0.0,2.0,Low,Normal,2.0,21.0,75.0,0.42,1.5,3.9,2.6,5.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Growing/Heifer,168.6,15,0.0,2.7,Medium,Normal,4.38,15.0,65.0,0.66,2.85,10.1,6.7,13.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Breeding Bull,404.3,114,0.0,4.0,Medium,Normal,9.3,13.0,62.0,1.21,5.77,24.3,16.2,32.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Draft/Working Bullock,393.6,29,0.0,3.2,Low,Normal,8.97,11.5,59.8,1.03,5.36,23.6,15.7,31.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Dairy Dry,390.4,103,0.0,3.5,Low,Normal,8.16,12.5,60.0,1.02,4.9,23.4,15.6,31.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Dairy Lactating,430.1,51,11.8,3.7,High,Normal,17.76,17.7,71.8,3.14,12.75,67.1,43.2,74.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Calf,65.4,2,0.0,2.1,Medium,Lumpy Skin Disease,1.7,23.5,77.0,0.4,1.31,4.3,2.7,5.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Hariana,Growing/Heifer,236.6,17,0.0,2.9,Medium,Normal,6.15,15.0,65.0,0.92,4.0,14.2,9.5,18.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Dairy Lactating,422.7,74,13.3,3.6,Low,Normal,15.84,17.8,72.0,2.82,11.4,71.9,46.2,73.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Hariana,Growing/Heifer,251.8,12,0.0,3.0,Low,Lumpy Skin Disease,4.98,17.5,67.0,0.87,3.34,16.6,10.6,20.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
